,ResponseId,DevType,Country,Amazon Web Services,Heroku,Netlify,Google Cloud,Fly.io,Cloudflare,Firebase,Vercel,Digital Ocean,Hetzner,VMware,Microsoft Azure,Databricks,Oracle Cloud,PythonAnywhere,Render,Supabase,Managed Hosting,OpenShift,OVH,IBM Cloud,Alibaba Cloud,Vultr,Colocation,Linode/Akamai,Scaleway,OpenStack
396,397,Full-Stack Developer,Algeria,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
397,398,Project Manager,United States,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0
398,399,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
399,400,Back-End Developer,Ukraine,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
404,405,DevOps Engineer,Albania,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
405,406,Full-Stack Developer,Italy,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
407,408,Full-Stack Developer,India,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,
410,411,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
411,412,Professional Researcher,Italy,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
412,413,Project Manager,United States,1.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,
413,414,Mobile App Developer,Romania,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
414,415,Back-End Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
416,417,Back-End Developer,Brazil,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
418,419,Project Manager,Philippines,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,
420,421,Academic Researcher,Portugal,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
421,422,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
423,424,Full-Stack Developer,Italy,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
425,426,Front-End Developer,United Kingdom,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
427,428,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,429,Hardware Engineer,United States,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
429,430,Full-Stack Developer,Sweden,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
431,432,Full-Stack Developer,United States,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
432,433,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
433,434,Full-Stack Developer,United States,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
435,436,Software Engineer,India,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
436,437,Full-Stack Developer,Italy,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
437,438,Full-Stack Developer,Italy,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
438,439,Professional Researcher,United States,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
439,440,Academic Researcher,India,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
440,441,Front-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
441,442,Academic Researcher,Turkey,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
442,443,Project Manager,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
443,444,Others,United Kingdom,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
444,445,Mobile App Developer,United Kingdom,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
447,448,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448,449,Project Manager,United Kingdom,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
449,450,Project Manager,United Kingdom,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
450,451,Academic Researcher,Azerbaijan,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
451,452,Full-Stack Developer,South Africa,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
452,453,Full-Stack Developer,Chile,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
453,454,Full-Stack Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
454,455,Full-Stack Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
455,456,Back-End Developer,France,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
456,457,Back-End Developer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
457,458,Back-End Developer,Sweden,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
458,459,Back-End Developer,Czech Republic,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
459,460,Back-End Developer,France,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
460,461,Mobile App Developer,Lebanon,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
461,462,Game Developer,Canada,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
462,463,Project Manager,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
463,464,Full-Stack Developer,United Kingdom,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
465,466,Project Manager,Italy,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
467,468,Front-End Developer,Brazil,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
468,469,Others,Germany,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
469,470,QA Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
470,471,Others,United States,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
471,472,Academic Researcher,Bulgaria,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
474,475,Full-Stack Developer,Ghana,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
479,480,Back-End Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480,481,Mobile App Developer,Iran,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
481,482,Back-End Developer,Canada,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,
483,484,Front-End Developer,Ukraine,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,486,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487,488,Full-Stack Developer,France,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
488,489,Front-End Developer,Russia,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
489,490,Front-End Developer,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
491,492,Full-Stack Developer,France,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
492,493,Full-Stack Developer,Canada,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
493,494,Project Manager,Israel,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
494,495,Back-End Developer,United States,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
496,497,Academic Researcher,United States,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
498,499,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
499,500,Back-End Developer,United States,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
500,501,Project Manager,Turkey,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
501,502,Back-End Developer,Ukraine,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
502,503,Sales Professional,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
503,504,Mobile App Developer,Ukraine,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
505,506,Full-Stack Developer,Germany,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
506,507,Project Manager,United Kingdom,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
507,508,Back-End Developer,Algeria,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
508,509,Full-Stack Developer,United Kingdom,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
510,511,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
513,514,Front-End Developer,Bulgaria,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
514,515,Full-Stack Developer,United States,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
515,516,System Administrator,United States,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
519,520,Software Engineer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
520,521,Full-Stack Developer,Switzerland,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
521,522,Project Manager,France,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
522,523,Project Manager,United States,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
523,524,Full-Stack Developer,Australia,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
525,526,Software Engineer,Serbia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
526,527,Back-End Developer,France,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,
527,528,Mobile App Developer,Peru,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
528,529,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
530,531,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
531,532,Software Engineer,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
532,533,Project Manager,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
533,534,Full-Stack Developer,United States,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
534,535,Full-Stack Developer,Bolivia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
535,536,Full-Stack Developer,Turkey,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
540,541,Others,France,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
541,542,Academic Researcher,Egypt,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
542,543,Full-Stack Developer,Morocco,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
543,544,Professional Researcher,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
544,545,Academic Researcher,United States,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
545,546,Back-End Developer,United States,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
546,547,Academic Researcher,India,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
547,548,Back-End Developer,India,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,
548,549,Full-Stack Developer,India,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
549,550,Others,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
551,552,Back-End Developer,Turkey,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
552,553,Back-End Developer,Luxembourg,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
553,554,Back-End Developer,Georgia,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
554,555,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
556,557,Front-End Developer,Greece,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,
557,558,DevOps Engineer,Ukraine,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
561,562,Academic Researcher,Ireland,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
562,563,Academic Researcher,United Kingdom,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
563,564,Full-Stack Developer,Germany,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,
564,565,Others,Saudi Arabia,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
565,566,Full-Stack Developer,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
566,567,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
567,568,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
568,569,Back-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
569,570,Full-Stack Developer,Brazil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
570,571,Full-Stack Developer,United States,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
571,572,Full-Stack Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
572,573,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
573,574,Cyber Security,United States,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,
574,575,Mobile App Developer,Brazil,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
575,576,Full-Stack Developer,United States,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
576,577,Full-Stack Developer,Germany,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
579,580,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
580,581,Full-Stack Developer,Turkey,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
581,582,Back-End Developer,United Kingdom,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
583,584,Others,Ukraine,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
584,585,Full-Stack Developer,Bangladesh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
585,586,Data Science/ML,United States,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
586,587,Full-Stack Developer,Ireland,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
587,588,Back-End Developer,United States,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
588,589,System Administrator,United States,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
589,590,Full-Stack Developer,United States,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
590,591,Back-End Developer,India,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
591,592,Full-Stack Developer,Germany,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
592,593,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
594,595,Back-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
595,596,Front-End Developer,Ukraine,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
599,600,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
600,601,Full-Stack Developer,Algeria,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
601,602,Back-End Developer,Italy,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
602,603,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
603,604,Others,United Kingdom,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
604,605,Software Engineer,Italy,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
605,606,Academic Researcher,Montenegro,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
606,607,Back-End Developer,United States,1.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0
607,608,Others,Switzerland,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
608,609,Cyber Security,United States,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
609,610,Full-Stack Developer,Canada,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
610,611,DevOps Engineer,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
611,612,Professional Researcher,Netherlands,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
612,613,Project Manager,Spain,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
613,614,Full-Stack Developer,India,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
618,619,Back-End Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
619,620,Mobile App Developer,Italy,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
620,621,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
623,624,System Administrator,Sweden,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
624,625,Others,United States,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
625,626,Academic Researcher,Germany,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
626,627,System Administrator,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
627,628,Full-Stack Developer,Poland,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
631,632,Full-Stack Developer,Switzerland,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
633,634,Full-Stack Developer,United States,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
634,635,Academic Researcher,India,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
635,636,Academic Researcher,Germany,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
636,637,Software Engineer,United States,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
637,638,Data Analyst,United States,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
640,641,Full-Stack Developer,Ireland,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
641,642,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
642,643,Back-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
644,645,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
645,646,Full-Stack Developer,Croatia,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
646,647,Full-Stack Developer,Bulgaria,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
649,650,Full-Stack Developer,Lithuania,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
650,651,Back-End Developer,Italy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
651,652,Databases Administrator,Russia,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,1.0
652,653,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,654,Full-Stack Developer,Kazakhstan,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
654,655,Software Engineer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
656,657,Full-Stack Developer,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
658,659,Full-Stack Developer,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
660,661,Back-End Developer,Slovenia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
661,662,Back-End Developer,France,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,
662,663,Full-Stack Developer,Romania,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
664,665,Full-Stack Developer,Iran,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,666,Project Manager,India,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
669,670,Full-Stack Developer,United States,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
671,672,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
673,674,Project Manager,Germany,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
674,675,Full-Stack Developer,United States,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
675,676,Full-Stack Developer,Germany,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
676,677,Full-Stack Developer,United States,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
679,680,Software Engineer,Netherlands,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
680,681,Full-Stack Developer,Ukraine,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
681,682,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
683,684,Software Engineer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
686,687,Project Manager,India,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
687,688,Full-Stack Developer,Brazil,1.0,,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
688,689,Back-End Developer,Turkey,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
689,690,Back-End Developer,Italy,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
690,691,Cloud Engineer,United States,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
691,692,Full-Stack Developer,France,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,
692,693,DevOps Engineer,Pakistan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
693,694,Data Science/ML,Switzerland,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
694,695,Full-Stack Developer,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
696,697,Back-End Developer,Ukraine,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
697,698,Back-End Developer,India,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
698,699,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
699,700,Back-End Developer,Germany,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
700,701,Cloud Engineer,Canada,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
702,703,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
703,704,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
704,705,Mobile App Developer,Jordan,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
705,706,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,707,Full-Stack Developer,Venezuela,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
707,708,Professional Researcher,Japan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
708,709,Full-Stack Developer,United States,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
709,710,Front-End Developer,France,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
710,711,Others,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
711,712,Project Manager,Latvia,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
712,713,Front-End Developer,Iran,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
713,714,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
714,715,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
717,718,Front-End Developer,Sweden,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
718,719,Back-End Developer,Costa Rica,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
721,722,Back-End Developer,Poland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
722,723,Full-Stack Developer,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,
723,724,Mobile App Developer,India,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
726,727,Others,Chile,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
727,728,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
728,729,Full-Stack Developer,Italy,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
729,730,Project Manager,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
730,731,Mobile App Developer,United States,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
731,732,Professional Researcher,Germany,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
732,733,Full-Stack Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
734,735,Others,Czech Republic,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
735,736,Academic Researcher,Canada,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
737,738,Full-Stack Developer,Ukraine,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
740,741,Software Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
741,742,Project Manager,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
742,743,Academic Researcher,Spain,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
743,744,Mobile App Developer,Turkey,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
744,745,Back-End Developer,Netherlands,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
745,746,Front-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
746,747,Data Science/ML,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
748,749,Others,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
749,750,Academic Researcher,Ukraine,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
751,752,Cloud Engineer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
752,753,Project Manager,Italy,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0
753,754,Full-Stack Developer,Germany,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,
755,756,DevOps Engineer,Romania,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
756,757,System Administrator,Italy,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
757,758,Back-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
759,760,Full-Stack Developer,Austria,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
760,761,Back-End Developer,India,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
761,762,Back-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
762,763,Academic Researcher,United States,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
765,766,DevOps Engineer,United Kingdom,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
766,767,ML Engineer,Ukraine,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,
769,770,Blockchain Developer,Poland,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
770,771,Full-Stack Developer,United Kingdom,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
771,772,Professional Researcher,Italy,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,
772,773,Front-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
